	11_SUR	18_DCM	18_SUR	22_SUR	23_DCM	25_DCM	25_SUR	30_DCM	31_SUR	32_DCM	32_SUR	33_SUR	34_DCM	34_SUR	36_DCM	36_SUR	37_MES	38_DCM	38_MES	38_SUR	39_DCM	39_MES	39_SUR	41_DCM	41_SUR	42_DCM	42_SUR	45_SUR	46_SUR	48_SUR	52_DCM	52_SUR	56_MES	56_SUR	58_DCM	62_SUR	64_DCM	64_MES	64_SUR	65_DCM	65_SUR	66_DCM	66_SUR	67_SUR	68_DCM	68_MES	68_SUR	70_MES	70_SUR	72_DCM	72_MES	72_SUR	76_DCM	76_MES	76_SUR	78_DCM	78_MES	78_SUR	82_DCM	82_SUR	84_SUR	85_DCM	85_MES	85_SUR	100_DCM	100_MES	100_SUR	102_DCM	102_MES	102_SUR	109_DCM	109_SUR	111_DCM	111_MES	111_SUR	122_DCM	122_MES	122_SUR	123_DCM	123_SUR	124_DCM	124_SUR	125_DCM	125_SUR	137_DCM	137_MES	137_SUR	138_DCM	138_MES	138_SUR	155_DCM	155_MES	155_SUR	158_DCM	158_MES	158_SUR	163_MES	163_SUR	168_DCM	168_IZZ	168_SUR	173_DCM	173_SUR	175_IZZ	175_SUR	175_ZZZ	178_SUR	180_SUR	180_ZZZ	188_DCM	188_SUR	189_DCM	189_MES	189_SUR	191_SUR	193_SUR	194_DCM	194_SUR	196_SUR	201_DCM	201_MES	201_SUR	205_MES	205_SUR	206_MES	206_SUR	208_SUR	209_MES	209_SUR	210_MES	210_SUR
72_SUR	96.9042	93.5659	92.2310	95.0435	95.6172	92.6163	93.6813	94.3412	84.1497	93.8775	83.7514	88.2992	90.9523	88.2957	92.0415	92.6175	96.5445	87.2954	96.1928	88.0576	84.4410	96.0954	85.8231	90.6130	78.4820	81.7951	78.6321	80.4018	81.0712	79.8191	79.5996	79.8486	95.4191	78.1723	81.4792	79.6037	79.2200	94.9969	75.8804	80.8603	80.5621	86.1446	86.7971	95.5984	89.5321	93.6114	85.9347	90.6403	78.3582	81.1213	69.5068	0.0000	75.4885	91.2733	76.6588	81.7087	90.8965	79.9250	97.0918	97.0731	97.6911	98.7047	97.8292	97.5194	93.0059	97.0334	94.6960	94.0282	92.8963	92.9609	89.4088	83.2186	92.5797	95.8838	93.9444	91.7711	92.6569	90.5671	93.1184	89.8494	91.0026	90.6100	94.6735	92.6903	93.7250	94.9130	86.1285	91.4459	94.6229	85.9227	97.1689	97.2147	99.9939	98.3366	98.7887	98.5019	99.7040	99.6292	98.5348	98.4630	98.4255	98.7507	99.0688	98.9341	98.6147	98.9460	98.5605	98.9738	98.6023	98.0334	98.0288	98.8668	98.5119	98.6625	99.5111	98.6688	99.1779	99.1974	99.3506	99.2633	98.9215	99.3945	99.2945	99.3404	98.8352	99.4972	98.9394	98.6040	99.0379	99.3988	98.4049
76_DCM	96.7036	92.4624	91.4571	94.4387	94.3787	90.6084	92.7479	92.6529	87.3569	93.9596	88.1677	90.2900	90.5893	89.9100	93.5438	93.3815	95.6230	89.0004	95.3523	90.2534	87.5973	95.0262	88.5884	91.3596	85.6369	86.3240	85.3627	87.1218	85.9452	86.8863	83.7796	85.6559	93.9573	83.8718	86.6982	84.8924	81.0420	94.1450	78.4897	81.5087	81.1610	85.0715	84.8406	95.2807	87.1477	92.5809	83.2881	90.3145	81.3117	85.9896	82.0240	78.2358	0.0000	88.8890	64.4098	71.5336	88.7786	70.5383	96.9135	96.7753	96.7612	98.1271	97.3860	97.3822	91.6324	95.1590	94.3328	93.4084	91.2595	92.1715	88.3322	81.1131	90.8241	95.0962	93.3704	91.0983	91.2812	91.0727	91.0973	90.7997	90.3429	91.0651	93.1997	93.0116	92.9505	93.2610	87.7230	90.1867	92.9756	88.2979	95.9868	95.5978	99.9921	98.0091	98.1322	97.6543	99.6143	99.3669	97.5573	97.7591	97.2591	98.1589	98.6187	98.3005	97.5303	98.4979	97.8075	98.4077	98.0202	97.4948	97.2416	98.5696	98.1758	98.2734	99.3889	98.5382	98.8583	99.0129	99.0676	98.7097	98.3574	98.9258	98.8365	98.8068	98.2486	99.2972	98.4842	97.9008	98.4237	98.9544	98.1600
76_MES	97.5057	97.1925	92.2352	96.3164	98.3653	94.4074	96.1894	97.2694	94.0182	95.6398	98.8001	97.7885	98.1949	95.9167	99.4225	97.0513	90.7043	96.9553	91.6826	97.3908	97.0197	91.6631	96.3532	98.5591	95.2622	96.2120	94.3161	95.1746	93.1765	96.5599	98.4821	96.6443	83.1630	95.9564	98.1483	96.9627	98.0020	78.5841	92.4807	93.7257	94.3061	91.2777	90.6366	93.0748	96.2517	71.3383	89.2638	77.4036	92.0207	98.2457	74.4384	90.0029	85.6648	0.0000	86.8893	93.1075	69.0808	87.9883	94.4273	94.4779	93.6905	95.7091	87.4709	94.9751	97.9159	89.9360	97.2387	97.1421	88.8474	97.4070	98.9830	95.4196	94.3290	85.0120	96.2753	96.0024	80.8460	95.2998	96.2289	96.8021	97.1526	96.7827	96.6703	97.9233	98.3691	86.7032	98.1735	95.4131	86.9273	97.2754	95.5749	91.1957	99.9614	96.7821	95.1043	96.3949	98.7256	98.2578	96.4599	95.8772	96.0785	96.7161	97.4912	97.3973	94.7557	97.1019	96.5166	97.6562	96.8199	95.7376	95.4002	97.2595	93.6595	97.1191	98.8166	97.5372	97.6729	98.1858	98.3763	97.1431	95.4364	96.9321	95.9137	97.5351	96.3771	97.5592	97.6683	95.9089	97.3147	97.8906	97.2515
76_SUR	96.5921	92.0738	91.3938	94.1037	94.2775	90.8379	91.7528	91.9323	85.5763	93.1167	86.7681	90.0241	90.9964	89.7353	93.9106	93.5298	94.9937	89.2332	94.6018	90.1779	86.8475	94.9565	87.9343	91.6308	83.2358	85.4556	82.7977	84.2420	83.1600	83.4002	81.9357	84.0315	91.7264	81.8665	85.3665	82.8324	79.1816	93.8006	76.1871	80.3240	80.3221	84.8630	84.8673	95.0644	87.1898	92.5896	83.5736	89.9039	79.2342	85.6510	78.7650	73.6506	54.7515	87.0804	0.0000	70.7068	87.7652	67.1774	97.0529	97.0318	97.0644	98.5409	97.3478	97.4261	92.2802	96.1476	95.1800	95.0919	93.8867	94.6060	92.0705	86.2927	91.6677	96.2370	94.2161	91.8793	92.3046	91.7351	91.6380	91.4663	91.1829	91.2862	93.7704	93.3537	94.1169	94.2781	89.7387	91.6964	93.7774	88.8370	96.1032	95.9016	99.9906	97.9646	98.0536	98.3209	99.6140	99.4476	98.3032	98.4116	98.2039	98.5511	98.9573	98.7632	98.3365	98.7697	98.2863	98.0988	97.6760	97.8257	97.7278	98.7642	98.3692	98.3038	99.4521	98.4821	99.0826	99.1475	99.3099	98.6674	98.1091	98.9114	98.9329	98.7075	98.4482	99.3690	98.4222	98.2742	98.4834	98.9236	98.3556
78_DCM	96.5459	90.0489	92.5543	94.4260	91.9048	88.4844	92.0289	90.9229	89.6443	95.7153	88.8514	90.6375	90.8563	91.0153	93.1992	94.1192	97.0712	89.1253	96.7609	90.4744	88.2647	97.1340	89.2236	91.7156	87.7959	87.5407	87.8690	89.7849	88.9684	89.3023	85.2294	88.1922	97.0164	86.8948	87.8016	86.2750	81.4999	96.3890	81.1668	82.5217	82.4470	83.7264	84.3720	96.3146	81.8179	94.1114	81.2955	95.5706	81.2452	85.2211	85.0070	82.7203	69.7134	94.3162	75.4862	0.0000	90.3638	62.7478	97.5243	97.1780	98.3094	98.6435	98.0015	98.2837	90.2064	96.3896	95.5359	93.7744	93.7533	94.2913	92.4260	89.0122	91.2844	96.7299	94.5689	92.1958	94.6894	93.7204	91.8622	92.5778	91.8518	93.2787	94.2723	94.2112	91.4173	95.0553	90.1899	90.3164	95.1951	91.2510	95.0395	94.9378	99.9878	97.8527	98.5623	97.5004	99.5174	99.3863	97.4962	97.8805	97.8285	98.0183	98.4647	98.4509	97.2176	98.3938	97.8809	98.6949	98.3726	98.2073	97.8019	98.6973	97.7300	98.7269	99.3257	98.7979	98.9337	98.9630	99.0764	99.0276	98.8891	99.1485	98.8547	99.2082	98.0189	99.0207	98.7050	97.9199	98.4991	99.0857	98.0263
78_MES	97.5358	96.2962	92.5386	95.8144	97.0216	92.8871	95.2520	96.4291	93.5854	95.4025	97.9139	97.1200	97.3482	95.4000	98.8732	96.9503	90.5078	96.2022	91.6168	96.6603	96.0933	91.0796	96.0235	97.4413	94.8114	95.8639	94.4098	95.2843	93.6059	96.7180	97.3975	96.2989	86.6860	94.9349	97.3835	96.4993	96.4411	76.3620	91.7274	92.6078	92.8037	89.2637	89.4013	92.8380	94.5830	68.1554	88.6062	79.6075	91.5480	97.0504	78.8933	90.6330	86.9963	72.2287	88.8483	89.5044	0.0000	86.9075	91.4614	92.1139	93.0033	94.5857	87.7863	93.9129	97.0711	89.1335	97.0830	96.4896	88.6581	96.8778	98.2977	94.5865	94.0197	85.0842	95.2955	95.7445	81.4457	95.3542	95.9860	96.2821	96.5322	96.4548	96.2239	97.3491	97.3306	85.8779	96.9862	94.3220	86.4071	96.4967	93.7109	89.7763	99.9819	95.4603	94.0973	95.3787	98.3407	97.6288	95.2788	95.2456	95.4722	95.6794	96.6291	96.6775	92.5130	96.4963	95.5666	97.1520	96.2124	94.6527	94.0354	96.0964	92.1301	96.3386	98.2159	96.8792	96.6573	97.3864	97.6204	96.6170	94.8771	96.4257	94.8072	97.0533	95.4550	96.7064	97.0775	94.1598	96.1283	97.1445	95.8148
78_SUR	96.3954	89.2962	90.0934	93.3937	92.2264	88.4957	91.1952	90.3465	87.1033	93.4946	88.4850	90.3563	91.5412	89.9439	93.5000	93.3851	94.7170	88.4282	94.8239	89.6752	86.9127	94.4079	87.7953	91.7235	86.0697	87.2240	85.0076	87.0793	86.0598	86.9884	84.4345	86.4646	93.3668	84.4605	86.6473	84.5950	80.7467	93.9232	78.0245	80.1621	80.2043	81.8571	82.1606	94.6742	82.2060	91.9572	79.6744	90.7399	79.7425	85.8044	81.1977	78.9239	65.1646	88.9918	69.4746	58.6002	86.6412	0.0000	96.8101	96.0739	95.8096	98.2065	97.0221	96.1364	90.2828	95.2267	94.5855	93.6925	92.8897	93.5147	91.8771	86.8046	89.4365	95.4323	93.0923	92.0736	92.3285	92.5256	92.0692	91.9761	91.7513	92.0086	94.2904	93.9280	92.2756	94.0998	89.6100	90.2486	93.4838	89.7050	94.5597	94.2520	99.9802	97.8649	97.9517	97.8259	98.9733	99.2028	98.2538	98.2687	98.2484	98.5634	98.9082	98.8904	98.1175	98.8741	98.2866	98.8065	98.0027	97.3475	97.3139	98.5260	97.9125	98.1619	99.3433	98.3224	98.8592	99.1070	99.1526	98.8194	98.4312	98.9594	98.8097	98.9558	98.6314	99.1037	98.4977	97.9728	98.3691	98.8876	98.2806
82_DCM	96.0992	95.0210	92.6354	94.7831	95.4270	93.3208	95.1573	95.8300	96.3290	96.8319	98.8222	98.1380	98.1779	96.5952	99.0927	98.2791	96.6317	97.3036	96.7170	97.0733	97.6647	95.0345	97.3918	97.9979	96.7459	97.2487	96.9116	97.6852	96.6885	97.9806	98.3446	97.8979	96.8021	97.4310	98.5223	97.8344	97.7879	90.6494	95.8082	95.5554	95.9637	88.2859	87.7316	93.5813	93.8859	84.4232	91.3470	90.6010	94.0891	97.6527	94.3742	94.5538	93.4903	90.8900	95.1109	95.0923	84.4594	94.3100	0.0000	68.8176	85.6513	86.4606	92.0665	87.7829	97.0489	95.8941	97.3343	95.6319	93.7556	95.6717	98.3714	96.0616	95.2457	94.2549	96.2582	97.0548	92.5577	96.4116	97.6107	96.9262	97.8218	97.4559	97.5545	98.0347	97.2523	93.7869	97.3518	95.9507	92.9977	97.3032	88.3760	89.1996	99.9619	89.7675	92.7120	90.2389	97.1970	95.8117	90.4289	89.9291	90.8885	89.9617	92.9986	94.2446	89.8648	93.0212	91.6531	95.2686	92.2908	89.4245	89.1809	90.4411	89.4764	91.5329	93.8021	91.4712	91.5958	91.6961	91.7554	93.1934	91.6689	93.1480	90.1586	93.6629	90.9128	91.9759	92.0709	87.1887	89.9146	95.0309	88.8258
82_SUR	95.9156	95.1628	91.5388	94.3322	95.5091	92.1019	94.3783	96.4444	96.1967	96.8902	98.5948	97.8176	98.1916	95.8282	98.9617	98.1639	96.7292	97.3497	96.5832	96.8283	96.9812	94.3798	96.8993	98.1010	95.7386	97.0919	96.2106	96.9676	96.0228	97.7857	98.4527	97.2113	96.3485	96.6708	98.2720	97.5731	97.9676	90.3018	94.2511	94.3295	94.8724	86.7885	86.9750	91.2429	93.7633	83.2170	89.0107	89.6201	93.4086	97.9560	93.3763	93.7301	92.2202	89.6740	94.3676	93.6008	83.5819	91.9891	64.3312	0.0000	85.2226	87.3363	92.4093	87.5961	96.8381	95.1942	96.1404	94.9915	92.7878	94.7504	98.3566	95.1354	92.7438	93.8274	94.3054	96.2740	92.0888	96.4600	97.8419	96.3125	97.3428	96.4483	96.9567	97.2872	97.2058	91.7151	96.7275	94.4303	90.7180	95.6959	88.4467	89.3830	99.9842	89.7623	93.1940	89.0376	97.3420	95.8358	89.5323	88.9491	90.1785	90.1383	92.7840	94.1136	90.5791	93.0512	91.7503	95.1363	92.5717	89.8288	89.9004	90.4977	90.5878	91.5085	94.0443	91.3841	91.9645	91.6147	92.0537	93.3064	92.6717	93.6045	90.5330	93.9488	90.3278	92.7607	91.9970	88.3215	89.8560	95.1387	88.2553
84_SUR	97.2315	96.9059	91.9014	96.7968	98.8408	93.5761	96.9728	97.3751	95.0361	95.5956	99.2182	98.0199	98.8302	96.2212	99.5797	96.4562	93.1405	96.2252	94.3115	97.0967	96.9520	90.3625	96.5957	98.8735	96.5236	97.8401	95.7461	96.0282	95.2172	97.5303	99.3699	98.4585	94.2237	96.1891	98.7062	97.6948	98.9605	89.7871	94.7080	95.8001	94.9042	91.6567	91.4284	94.6492	97.5603	89.9367	93.1443	89.0166	94.5734	99.3174	93.2930	95.4620	92.8307	89.1748	94.8888	96.4827	86.6350	92.1550	84.9407	86.4415	0.0000	75.8278	83.9574	66.9603	97.4447	94.2714	96.1546	96.8298	94.0711	96.3425	99.3851	96.2899	92.1965	91.9210	93.4884	97.2583	89.0043	94.8619	97.8284	97.7355	97.9374	97.9089	97.8391	97.8739	98.5959	91.5651	97.6516	96.4330	89.9035	96.7359	92.8757	91.8107	99.9758	93.6094	92.2190	92.5899	98.0367	96.1852	94.1915	93.1878	93.1387	92.9633	94.3749	95.2762	93.9668	93.7814	92.0192	95.0928	93.1595	90.2864	90.2586	92.6320	93.5390	92.7581	95.6096	92.6228	93.0403	94.5146	94.7159	93.6929	91.9405	93.7504	92.1880	93.4647	94.1488	95.7331	93.7131	91.8223	92.5334	96.7297	94.0930
85_DCM	98.5970	98.2546	96.9482	98.0075	98.1299	96.7511	97.6933	97.6025	97.9785	98.3399	99.3571	99.0846	98.9638	98.4204	99.5051	99.0780	97.6476	98.6352	97.9461	98.7677	98.8755	97.1192	98.7834	99.2233	98.9490	98.9704	99.0985	98.8746	98.5879	99.2428	99.1970	99.2543	97.0107	98.6521	99.3450	98.9639	99.0608	95.6652	98.0075	98.2384	97.9629	96.0194	96.6327	97.6346	97.8565	93.2113	96.9265	94.6167	97.8074	98.9924	96.1554	98.2045	97.0759	94.8077	98.2083	98.0096	92.7056	97.6318	89.9778	91.8051	82.9515	0.0000	84.1722	73.2598	98.5997	97.1228	98.5748	98.4761	96.1680	98.5963	99.3684	98.2903	97.4946	96.0694	97.8527	98.5647	94.9842	98.5413	98.8410	98.9937	98.9457	98.9342	98.7273	99.0638	98.6937	95.4293	98.6312	97.9362	95.1760	98.4878	94.7086	94.7554	99.9791	94.6895	93.5665	94.9653	98.3453	96.4852	95.1801	94.4474	95.4868	92.7898	95.4271	95.9992	92.7837	94.7672	94.1510	96.2723	94.4112	92.5727	92.9251	92.6614	91.5131	93.6631	95.5385	93.9616	93.6904	94.1435	94.7731	93.0246	92.2700	91.9117	90.0686	94.1109	92.4509	94.3956	94.8311	92.9691	93.3278	97.1926	94.1513
85_MES	99.1525	98.5014	97.7496	98.9312	98.9249	97.5542	98.8714	99.0940	98.1230	98.6844	99.4667	98.9666	98.9944	98.4541	99.6835	98.4648	95.0493	98.2367	95.7825	98.8617	98.7096	95.4626	98.7319	99.3540	98.7419	98.6890	98.1381	98.3624	98.1823	99.1387	99.2483	99.0604	91.7354	98.4554	99.2662	98.7063	99.0954	89.9212	97.6681	98.0133	98.1646	97.1556	97.0684	97.4707	98.4123	88.3554	97.2073	90.4841	97.4635	99.0593	90.0166	98.0817	97.3985	90.3353	97.9239	98.1306	89.5106	97.4935	96.2565	96.8687	92.7872	89.9104	0.0000	90.6214	98.8273	93.5805	98.3849	98.1330	93.1399	98.6606	99.5472	98.5460	97.4537	91.2953	98.4910	98.7585	89.4386	98.2128	98.5474	98.9027	98.9656	99.1322	99.1034	99.2109	98.7354	91.6740	99.1866	97.7130	92.2288	99.1277	97.2908	95.3521	99.9885	97.5223	94.1023	98.0240	98.7324	98.1008	97.4587	96.9677	97.8278	96.8335	98.2238	97.5962	94.5536	97.9607	96.9939	98.7659	97.7808	95.9940	96.4105	96.9156	92.8483	97.3955	98.4715	97.6411	96.6981	97.8965	98.0353	96.2396	94.5027	95.8707	93.8674	97.0382	96.3777	97.2941	97.7657	96.0337	97.2789	98.4036	97.7672
85_SUR	97.7747	96.9676	94.7796	97.3339	98.4479	94.8769	97.3094	98.1483	95.0547	96.2703	98.9476	97.8121	98.5696	96.5450	99.3892	96.8062	96.1917	96.0598	95.1177	97.4258	97.2447	93.3372	97.1910	99.0135	97.3877	97.8143	96.4864	96.1601	95.8926	98.0870	98.9729	98.2207	95.8639	96.5189	98.2537	96.9262	98.6204	92.3351	93.9434	96.1717	95.9964	93.1233	93.4345	95.1462	97.2405	89.8887	93.5952	90.5580	95.0168	98.9403	94.0168	95.3645	94.4906	91.8033	95.7393	96.6050	88.9451	93.1230	87.8091	89.1795	68.5870	63.9530	80.1672	0.0000	97.8420	94.7316	96.9360	97.7222	96.2529	97.9984	99.2370	96.7257	94.6081	92.9442	95.9694	98.0339	92.2966	96.4871	97.9604	97.9857	98.1205	98.4257	98.5118	98.2452	98.4584	93.9330	98.0142	96.7961	93.3485	97.7283	94.1635	93.3873	99.9894	94.5544	92.6635	94.6740	98.2967	96.8329	94.2897	93.6253	94.8555	92.5873	94.4678	95.4699	92.4515	94.4890	93.0044	96.1994	93.3199	89.6505	90.2891	91.7162	91.5574	92.3762	94.6747	92.4766	91.7105	93.2002	93.7621	92.5261	91.5891	92.6028	90.3386	93.3840	92.6112	94.6751	93.9355	91.5680	92.4540	97.0014	93.2820
100_DCM	97.0838	90.4195	93.5423	94.4261	90.7747	88.7646	92.8352	91.6165	94.0939	97.0362	93.6733	94.3411	93.6333	94.3385	94.9437	95.6461	97.7086	91.7678	97.4862	92.9368	92.5685	97.6622	93.3037	93.7957	94.1370	91.0537	93.9833	94.4228	93.8466	93.8628	87.7425	91.4122	98.0666	91.2390	92.0115	91.7753	88.5119	97.4429	88.6767	89.3186	89.0521	86.9193	87.7239	97.1459	84.9787	96.0845	85.1115	97.5978	82.2432	86.3353	91.5951	90.4057	87.0727	97.5044	90.6192	85.7789	96.0953	87.3035	97.8383	97.9752	98.2166	98.6143	98.1796	98.4159	0.0000	94.6349	87.9785	86.0234	88.2353	87.8607	87.7976	87.9810	71.9863	95.1300	84.4653	88.1250	93.9423	90.0643	87.5225	89.7859	87.4831	90.7479	92.6792	92.6376	86.5379	95.0884	88.1922	88.5706	95.3611	91.5536	94.8928	94.9313	99.9934	97.7701	98.3649	97.7181	99.4624	99.1929	98.1039	97.9405	98.0995	98.5154	99.0332	98.8988	97.8181	98.9805	98.5240	99.3145	98.7225	98.1501	98.1403	98.6209	97.8642	98.7018	99.3160	98.8000	98.8387	99.0003	99.0362	99.1799	98.9221	99.1895	98.7622	99.3014	98.7722	98.8992	98.8846	97.8586	98.4913	99.0335	98.3049
100_MES	98.7073	97.4592	95.6405	97.5665	97.3409	94.9615	97.8897	97.8163	96.7734	97.5514	98.7516	98.0792	97.1736	97.1773	99.2950	98.2452	89.7266	97.3758	88.6832	98.1946	97.7598	88.1798	97.8494	97.4918	98.2248	97.3390	97.6629	98.0413	97.5700	98.7770	97.5829	98.0528	91.7413	97.5707	98.0967	97.8077	97.3240	88.1448	95.9524	95.4775	95.6068	95.0174	94.6048	96.7854	97.1205	87.5968	94.7077	92.2192	96.2834	96.5747	90.4087	97.2436	94.9343	91.8374	96.8292	96.4490	90.1875	95.7756	97.9629	97.9155	97.2919	98.0715	93.2502	97.3805	96.3660	0.0000	96.9288	94.5391	84.2931	96.9061	98.2877	96.6488	94.1206	76.3457	96.5279	96.7775	85.5995	96.8464	94.7830	97.9562	96.7316	97.5196	96.6127	97.9949	94.0275	81.4370	97.3006	89.1058	82.8245	97.5396	96.8634	93.9917	99.9945	98.1605	97.4966	97.6495	99.4843	99.1205	97.8929	97.5063	97.6588	98.3901	98.9803	98.4943	96.6789	98.7268	97.6907	99.3349	99.0689	97.1666	97.2353	98.3346	96.9710	98.8346	99.5463	99.0473	98.5231	99.2466	99.0024	98.9713	98.3635	98.9063	98.1783	99.1896	98.3843	99.0611	99.1717	97.2286	98.6543	99.0101	98.6156
100_SUR	96.6620	94.1595	91.6894	94.2885	95.5999	92.0671	93.9483	95.0651	91.3017	95.7941	94.2404	94.1492	96.5909	93.4635	95.3746	94.7939	96.4960	91.5843	96.0904	92.0012	91.3702	94.7281	91.5319	95.2598	91.0922	93.3910	90.2139	90.5011	91.2569	90.7539	91.7257	87.3887	96.8005	87.3499	91.9459	91.1510	92.2727	95.8912	90.1558	90.3995	90.5567	91.8942	91.5795	96.4813	92.5038	95.8633	91.5701	95.0558	86.8649	94.9275	91.1426	89.6236	87.5134	95.2844	91.6470	90.7553	94.4538	89.9105	97.2152	96.4752	96.1725	97.9887	96.4243	96.7923	82.8555	93.5335	0.0000	84.7864	79.3093	76.5690	76.8387	79.2033	78.8459	92.7632	66.0354	88.1089	87.6862	78.5901	90.9172	78.4062	83.3437	79.0081	94.4453	84.2281	94.2527	91.2663	83.2743	89.5105	92.8282	82.5111	95.8097	95.8557	99.9895	97.6215	97.7282	96.7421	99.5222	99.3724	97.3771	97.6961	97.1271	97.8797	98.7493	98.5230	98.4767	98.0060	96.6823	98.1516	97.8662	97.0884	96.3270	98.2935	97.9525	98.0904	99.1191	98.2767	98.3816	98.7725	98.7378	98.6571	98.2547	99.0195	98.7054	98.7138	97.9182	99.2071	98.1972	96.9804	97.9598	98.7051	97.8564
102_DCM	97.5503	94.2756	94.9728	94.7834	92.9141	92.7230	94.7183	95.9646	95.7226	98.0986	95.4924	95.0547	95.7963	95.1804	94.8792	95.4796	97.4654	92.7029	97.2897	92.9628	93.1100	97.4974	93.6427	94.9974	94.9868	93.9450	95.1837	96.0857	95.6372	96.0818	93.2478	93.5441	98.0954	94.0084	93.7742	94.0991	93.8436	96.4577	92.8991	91.8900	92.5756	90.7545	90.6368	93.7965	91.9371	95.8214	91.5619	97.1594	90.1529	92.1213	93.9933	93.6177	92.0659	97.3338	95.3533	92.9568	96.3538	93.5791	97.5072	97.5012	98.2762	98.8251	97.7419	98.6973	89.1108	93.7186	91.6889	0.0000	76.0585	72.5954	86.2349	85.8540	91.5291	95.8528	92.8534	94.7988	95.3138	94.6949	94.4710	94.1591	93.9882	94.5259	96.9292	96.0826	84.4766	94.0590	87.5917	85.4130	94.4814	93.8554	94.9524	94.5768	99.9959	97.3863	98.6260	97.5766	99.4247	99.1237	97.8841	97.5159	97.9070	97.9993	98.9066	98.9701	97.8070	98.7153	98.4347	99.2534	98.7466	97.7903	98.0799	98.3023	97.7610	98.5426	99.1609	98.6770	98.7716	98.7962	98.8148	99.0069	98.5595	99.0576	98.4804	99.1532	98.4803	98.7055	98.5586	97.5654	98.2149	99.0152	97.9263
102_MES	97.2357	95.9423	94.5608	95.8082	96.0516	94.4810	95.8375	97.0918	95.8905	97.7881	96.4559	95.9799	96.9986	95.3095	96.1835	96.3895	91.5578	94.4481	92.3142	94.3572	94.4474	92.4020	94.7772	96.5814	94.9403	95.7691	95.1067	95.8151	95.7187	96.0009	95.6815	94.2912	91.4175	94.2435	95.4820	95.4431	95.5039	88.9457	94.1777	93.9302	93.9709	92.9316	92.4894	96.1922	94.6957	89.0856	93.1953	91.5881	92.5826	96.4185	88.1494	94.0804	91.7971	91.8874	95.4873	94.4898	90.8145	94.3563	97.2214	97.1944	97.4863	97.6965	93.5309	98.3290	92.8533	85.9132	91.1868	81.3327	0.0000	76.1584	86.5706	85.1238	92.9146	81.8049	92.1224	95.2777	82.7070	92.9396	95.9685	93.3793	94.8518	93.8010	96.7166	95.5242	94.5748	82.5518	90.0982	92.6260	84.4234	93.1863	96.0500	94.0051	99.9954	97.9224	97.6049	96.7576	99.3823	98.9405	97.7214	97.2380	97.1805	97.5549	98.7798	98.5223	97.2834	98.0188	97.4200	98.5894	98.3536	97.6077	97.5127	98.3449	97.2175	98.7185	99.3796	98.7691	98.6855	99.0966	98.7737	98.6369	97.9733	98.6355	97.8748	98.7298	97.7314	98.8644	98.5185	97.1796	98.2963	99.0012	97.7189
102_SUR	96.7404	93.3526	92.4090	93.6331	93.8649	92.9030	93.5109	95.4000	93.9780	97.3356	93.4555	92.9883	96.1253	92.4901	92.7264	93.7868	96.7727	90.2004	97.1379	89.8900	89.9370	96.9261	90.5918	94.5372	91.2812	93.3219	91.5508	92.5085	92.7592	92.6330	92.5755	89.5057	98.0334	90.1639	91.9974	91.7779	92.5658	96.7502	91.1947	90.7346	91.0225	89.5725	89.3539	95.0696	91.2435	95.9897	90.4411	96.3115	87.2215	94.6008	92.3466	90.2239	87.7551	96.8564	93.3639	91.6074	95.7858	91.4208	96.7901	96.5966	97.4156	98.5937	97.8950	98.5124	87.7098	95.3754	83.3662	64.3882	60.2648	0.0000	73.6415	73.6518	88.2778	95.1814	86.2939	93.0462	92.9623	89.0831	94.7671	88.7676	91.3161	89.1453	96.4559	92.3631	91.7601	92.9187	81.0014	90.7121	94.2123	87.8096	95.1937	95.2912	99.9947	97.6206	98.4612	97.0148	99.4234	99.1875	97.7250	97.0924	97.3107	97.7430	98.6756	98.6810	97.7744	98.1537	97.8302	99.0457	98.6230	97.0471	97.5749	97.9973	98.1228	98.4241	99.1878	98.6927	98.5364	98.7259	98.5895	99.1509	98.7880	99.1775	98.7252	99.1445	98.7327	98.8586	98.5113	97.1944	98.3613	99.1815	98.0845
109_DCM	98.1151	94.9693	95.9456	96.2061	94.8603	95.0436	95.0940	95.0687	91.7294	96.7817	89.6029	90.8637	93.8998	91.3006	90.9306	92.7861	97.8009	87.7737	97.8914	88.1365	86.5092	98.5214	87.6363	91.1474	87.4985	89.2370	87.7942	88.2483	88.9470	87.7095	86.2184	82.6346	98.0128	84.1232	86.9131	86.7795	87.1402	98.6629	87.8314	87.8230	87.5149	91.0054	91.0578	97.8555	91.4653	98.0943	92.1495	98.8331	86.3714	91.6277	90.3541	86.9361	83.7914	98.9050	91.3358	90.1107	97.9594	90.4565	98.9273	99.0537	99.6141	99.4380	99.3680	99.4964	89.0278	97.7269	85.3969	84.1134	80.1217	76.5899	0.0000	59.6682	91.2030	98.2215	86.9386	90.1102	94.3944	84.0679	91.6822	82.0425	85.5696	83.1870	94.9537	87.5856	90.7145	96.0293	71.9517	88.3568	97.5118	79.8248	97.2913	97.5292	99.9757	98.8980	99.4501	99.0423	99.6833	99.6239	99.1373	99.0888	99.2390	99.2169	99.4982	99.5554	99.0295	99.4974	99.4217	99.6388	99.3897	99.1615	99.2517	99.2796	99.0444	99.3180	99.5705	99.3852	99.4740	99.4115	99.4645	99.5648	99.4766	99.5588	99.3366	99.6111	99.3099	99.3613	99.4384	99.0491	99.2360	99.5635	99.1011
