	11_SUR	18_DCM	18_SUR	22_SUR	23_DCM	25_DCM	25_SUR	30_DCM	31_SUR	32_DCM	32_SUR	33_SUR	34_DCM	34_SUR	36_DCM	36_SUR	37_MES	38_DCM	38_MES	38_SUR	39_DCM	39_MES	39_SUR	41_DCM	41_SUR	42_DCM	42_SUR	45_SUR	46_SUR	48_SUR	52_DCM	52_SUR	56_MES	56_SUR	58_DCM	62_SUR	64_DCM	64_MES	64_SUR	65_DCM	65_SUR	66_DCM	66_SUR	67_SUR	68_DCM	68_MES	68_SUR	70_MES	70_SUR	72_DCM	72_MES	72_SUR	76_DCM	76_MES	76_SUR	78_DCM	78_MES	78_SUR	82_DCM	82_SUR	84_SUR	85_DCM	85_MES	85_SUR	100_DCM	100_MES	100_SUR	102_DCM	102_MES	102_SUR	109_DCM	109_SUR	111_DCM	111_MES	111_SUR	122_DCM	122_MES	122_SUR	123_DCM	123_SUR	124_DCM	124_SUR	125_DCM	125_SUR	137_DCM	137_MES	137_SUR	138_DCM	138_MES	138_SUR	155_DCM	155_MES	155_SUR	158_DCM	158_MES	158_SUR	163_MES	163_SUR	168_DCM	168_IZZ	168_SUR	173_DCM	173_SUR	175_IZZ	175_SUR	175_ZZZ	178_SUR	180_SUR	180_ZZZ	188_DCM	188_SUR	189_DCM	189_MES	189_SUR	191_SUR	193_SUR	194_DCM	194_SUR	196_SUR	201_DCM	201_MES	201_SUR	205_MES	205_SUR	206_MES	206_SUR	208_SUR	209_MES	209_SUR	210_MES	210_SUR
109_SUR	97.7005	95.1487	93.9913	95.3234	96.0133	94.1288	94.6195	95.6898	88.3887	94.8985	87.9215	88.2168	93.3789	88.0785	89.6538	89.8412	96.3346	85.8197	96.2475	85.6568	83.5527	96.5832	84.5409	91.5755	84.8675	88.0267	85.6751	87.1772	86.6593	87.4602	87.7273	83.3114	96.8023	83.3441	85.9940	85.6410	87.4763	96.5653	85.0152	85.7038	85.0838	88.7888	88.7453	96.4955	92.4243	96.0198	90.4718	95.7891	86.6012	93.1326	89.4167	84.5867	80.4631	96.3277	88.8474	89.3172	95.1677	88.4560	98.0684	97.9142	98.2662	98.8672	98.4888	98.3907	91.9526	96.6873	90.2363	87.8430	83.6034	82.5750	69.9678	0.0000	92.3125	96.4831	91.0045	91.1691	92.4065	86.5963	93.3321	86.0012	88.8841	85.8803	94.6850	89.5468	92.7745	93.7104	74.4592	89.8949	94.4754	80.5354	97.4857	97.4242	99.9943	98.8588	99.0056	98.3342	99.7152	99.6656	98.6367	98.6170	98.4753	99.1326	99.2925	99.0658	98.7524	99.1411	98.8470	99.1912	98.9830	98.4979	98.3615	99.1117	98.9212	99.0311	99.5528	98.9701	99.2671	99.4267	99.1315	99.4446	99.2533	99.5220	99.3624	99.5018	98.9445	99.4839	99.1234	98.7173	99.1297	99.5558	98.9488
111_DCM	96.1120	90.8307	89.3015	93.3116	93.5965	88.1238	92.6296	92.8613	92.7126	94.6388	94.7888	94.1866	94.6848	92.7278	96.4716	95.4055	95.3297	91.5652	94.5521	93.0844	92.3048	92.5785	92.4791	94.4026	93.1213	92.1871	92.0147	92.8508	92.0653	93.4281	90.3767	91.2914	95.3043	89.7564	92.6427	91.8934	90.4634	93.7105	86.8832	88.2062	87.6215	86.9013	87.4998	95.3623	88.1507	92.4974	84.8754	91.4354	84.5271	89.9134	88.8763	88.8542	84.4774	92.5643	88.9132	86.1422	91.2700	84.8868	96.1867	94.9120	94.0364	97.2852	95.6717	95.6660	69.3255	90.4953	83.7582	88.0946	87.2284	87.3221	89.2875	87.4279	0.0000	88.7109	75.9232	86.0428	87.4905	87.2973	86.7144	87.7077	85.6457	87.7261	91.0022	90.4019	90.2616	87.9248	89.6716	86.1347	87.5686	88.4206	94.6129	93.9332	99.9881	97.0028	97.3205	95.5450	99.4024	99.2720	96.4879	96.3013	96.0887	97.5807	98.4411	97.6606	96.9437	97.8839	96.3237	98.5841	97.9644	95.7138	95.5755	97.7214	97.3562	97.8979	99.2204	98.0746	97.6391	98.7948	98.7219	99.0867	98.4781	99.1869	98.9078	99.2120	98.1124	99.1313	98.3809	96.3697	98.5929	99.1801	97.8702
111_MES	98.3270	97.7398	95.1900	97.9003	98.3178	95.3099	97.8691	98.5688	97.1959	97.8166	99.1089	98.2455	98.1626	97.2452	99.4809	98.2247	88.6197	97.6557	89.1254	98.2847	98.0956	88.7767	97.9817	98.5090	97.9580	97.8407	97.3922	97.6963	97.0208	98.5268	98.4204	98.1503	88.7725	97.2306	98.5049	98.1456	98.0526	84.8423	95.9583	96.5190	96.2217	95.0056	94.9069	97.1871	97.7697	85.0203	94.9646	88.3666	96.1146	98.1243	87.0633	96.2799	95.0087	88.1759	96.9875	96.8716	86.8990	96.0680	97.2275	97.3959	96.2852	97.4374	91.0975	96.5877	96.7915	76.9921	96.6569	96.4930	80.2668	96.8644	98.6969	96.5395	93.2076	0.0000	95.3089	97.0300	77.6338	95.1976	96.6777	97.0671	97.4543	97.7569	97.1658	97.9546	97.1414	77.3106	98.2589	94.3408	80.1634	97.3418	97.3134	93.9937	99.9945	98.1056	97.4440	97.5384	99.5218	99.1009	97.8102	97.3628	97.4262	97.9530	98.6621	98.4264	97.2168	98.1708	97.5701	99.0739	98.8336	96.8018	96.5796	98.2187	97.0558	98.3942	99.5955	98.6792	98.3124	99.3361	99.2381	98.9219	98.2531	98.8053	98.1867	99.0898	98.2291	99.1543	99.1253	97.1074	98.8952	99.1436	98.3433
111_SUR	96.5776	93.7134	91.4490	94.3145	95.3663	91.2942	93.6747	94.4998	92.7638	95.0738	94.2772	93.8337	96.2803	92.4745	95.5989	94.8542	94.9124	91.3175	95.8537	92.0684	90.8818	94.1462	91.2612	94.6853	90.7180	92.8022	90.1762	89.9321	90.0204	90.4347	91.0759	87.7075	96.0696	86.5439	91.6317	90.7580	91.2383	94.9970	88.7484	89.4245	88.5272	88.8904	89.3191	95.9542	91.4400	93.3222	88.4035	92.8608	85.8652	93.8469	89.5878	88.5571	85.8911	93.8560	90.3183	89.1364	91.3602	87.5670	96.2244	94.9767	93.7396	97.0729	96.7732	95.9242	78.6007	92.9387	67.1936	87.3642	82.1366	81.3514	79.9904	81.4930	69.7106	90.1914	0.0000	86.1445	86.5324	78.4844	88.9700	79.0107	81.4635	79.3322	92.1863	83.0271	93.5355	89.3230	83.8746	88.2168	90.1841	82.3267	95.8247	95.5323	99.9893	97.3197	97.7733	96.2632	99.4937	99.3492	96.9355	97.1858	97.1191	97.9230	98.2747	97.9412	97.5719	98.2933	96.6059	98.5471	98.3407	96.8610	96.2907	98.3965	98.1034	98.3780	99.2783	98.4911	97.8004	98.6889	98.9480	99.2849	98.7151	99.3069	99.1059	99.2836	97.8695	99.2758	98.9437	97.1268	98.8131	99.3417	98.1025
122_DCM	97.9580	95.3191	94.6913	96.1948	96.2079	93.3860	95.4440	95.4392	92.0325	95.9858	91.9546	93.2212	91.3502	92.5173	95.2336	95.6738	97.4988	91.6477	96.9935	93.2587	91.6816	96.4496	92.4040	92.7449	91.5799	87.6811	91.0184	91.8913	91.2774	91.4624	86.0629	89.4301	97.0802	88.6829	90.7291	89.9657	87.9203	96.1638	86.3628	88.4735	88.1130	90.2656	90.5188	97.1168	91.2839	94.5237	89.1258	95.3251	87.8902	87.4156	89.1271	88.0650	85.4594	94.9388	89.5665	88.0182	94.0015	89.0497	97.7190	97.4773	97.9768	98.4982	97.9623	98.4740	87.4444	94.9696	91.1843	92.9415	91.7807	92.7379	88.3711	86.0550	86.5230	95.2336	89.3653	0.0000	86.2597	74.3489	65.9583	74.8147	58.1091	74.8325	75.0079	79.0352	90.7143	93.2225	88.5246	86.6066	92.8802	84.7494	97.1504	96.8663	99.9909	98.5414	98.6675	97.7682	99.6634	99.5746	97.8374	97.7906	97.5825	98.6712	99.0918	98.5619	97.7832	98.8585	98.3763	99.1188	98.9072	98.2985	98.2050	99.1313	98.4162	99.1911	99.6183	99.0917	98.9217	99.2765	98.5787	99.3417	99.1475	99.3798	99.2302	99.4577	98.9307	99.4059	98.9785	98.1081	99.1435	99.4223	98.8321
122_MES	97.8315	97.4310	93.5800	97.3090	98.3079	94.8101	96.6451	97.9150	94.8196	96.3186	97.9504	97.1230	97.6142	95.8161	98.7483	96.7770	89.6833	96.2412	91.5149	96.8954	96.5440	90.6941	96.4028	97.8095	95.7000	96.1573	94.9690	95.7994	94.8468	96.6901	97.1536	96.0439	85.4580	94.7899	96.8967	96.6971	96.6173	83.1539	93.5612	94.0336	93.9965	93.4233	92.9956	96.3202	97.2054	84.7736	93.0415	84.2201	94.0706	97.7202	83.0810	93.9380	91.8937	86.1971	94.3724	95.3593	85.1136	93.9677	96.7193	96.9512	95.3816	97.0130	90.1334	96.5969	96.3545	87.2053	94.8038	96.3802	82.8683	95.8167	96.2483	93.1749	93.1247	79.5695	94.1164	92.1792	0.0000	88.3878	93.7144	90.1669	91.5911	90.9844	94.5715	92.5692	97.4699	79.4010	95.8487	93.8170	79.9840	93.5427	96.9999	94.3538	99.9933	97.7678	96.8176	97.3493	99.4676	98.9401	97.3385	97.1626	96.9981	97.8773	98.5248	98.2232	97.1917	97.9976	97.3405	98.5443	98.3355	96.9783	96.9174	98.3292	97.2581	98.4550	99.5878	98.6561	98.4724	99.0992	98.7455	98.5316	97.5584	98.4819	97.9472	98.7226	97.9029	99.1871	98.7717	97.1060	98.4858	98.9280	98.2553
122_SUR	97.1461	95.1226	92.9266	95.6537	97.0315	93.3042	95.7354	96.0545	91.3264	95.7213	92.3234	92.4716	95.1973	91.9682	94.9152	94.0089	95.7740	90.9539	96.6481	91.8995	90.3062	95.8816	90.9994	94.4320	88.8299	90.1323	88.0290	87.9677	88.1682	88.1823	89.0336	85.1989	96.2687	84.8864	90.0418	89.2104	89.8975	95.2432	87.6888	88.9062	88.8031	90.7440	90.4418	96.6451	93.5399	94.4967	90.5596	94.0874	87.3618	93.3971	89.1715	86.3562	85.4576	94.0655	89.4104	90.3853	93.4693	89.7025	97.2285	97.6098	96.2188	98.4779	97.0747	97.2810	89.5236	95.0908	84.1708	92.8203	87.7450	88.6304	81.3175	78.8919	87.7679	92.3140	83.5310	74.4191	79.6544	0.0000	82.5680	58.6025	65.5851	58.6115	87.1788	67.9141	94.4829	92.6602	82.8532	89.2999	93.0391	76.2975	97.5395	97.6221	99.9919	98.4226	98.7475	97.4942	99.6814	99.5107	97.6325	96.8774	96.9155	98.0996	98.8529	98.3066	97.6282	98.1899	97.5906	98.8583	98.8898	96.9764	96.9954	98.5270	98.4800	98.4598	99.5000	98.6248	98.6865	99.0760	98.5289	99.2698	98.9806	99.3195	99.1842	99.2779	98.8961	99.4510	99.1426	97.5258	99.0109	99.3708	98.5813
123_DCM	98.5711	95.5803	96.4991	97.1055	95.0033	93.2356	96.1201	94.5268	93.6108	96.5079	93.3015	94.3841	89.1297	94.3865	96.2177	96.5447	97.1719	92.9530	96.0495	94.7744	93.2633	96.4424	93.8876	91.4843	94.6336	88.9731	94.3159	94.5865	93.7507	94.2167	86.7432	92.1245	96.2555	91.2667	91.9662	90.9530	87.6806	96.2465	88.0525	88.2820	88.3503	91.1489	90.7478	97.2448	91.5131	94.4429	91.1751	96.2993	89.2056	85.1860	89.8739	91.1739	87.1404	95.7780	90.4996	88.9518	94.9966	90.3114	98.3637	98.7079	98.5829	98.9276	97.8917	98.6001	88.3339	92.7986	94.0454	93.3650	93.7951	95.1675	91.3512	90.6889	88.6559	95.2851	92.5136	69.8972	90.2347	84.5427	0.0000	83.2658	66.9404	83.1327	72.7808	86.0206	88.6915	94.7058	91.4525	84.7683	94.3954	90.5853	96.2716	95.6177	99.9860	98.2378	98.4561	98.7030	99.6400	99.4581	98.5528	98.7188	98.7983	98.9718	99.3177	99.2104	98.3800	99.2184	98.8068	99.0083	98.5183	98.5759	98.4711	99.0726	98.2645	98.9030	99.5882	98.9802	99.3303	99.4105	99.4054	98.8374	98.4359	99.0529	98.8326	98.9267	98.7680	99.3316	98.9294	98.5497	98.6369	98.9667	98.7970
123_SUR	97.8346	95.8329	95.0448	96.6899	96.5753	94.5193	95.6756	96.0376	91.5190	96.7024	91.1543	91.8347	94.4140	91.5034	93.6922	94.5017	97.8722	90.0616	97.6622	90.9856	89.1744	97.2256	90.0349	93.2354	87.6460	88.9941	87.2776	88.0553	88.1300	87.9633	87.7620	84.3229	97.6428	84.8126	88.8314	88.3947	88.2302	96.5500	87.0599	88.3386	88.0079	91.2500	91.5299	97.2040	92.7080	95.6778	91.4916	95.9242	87.2422	92.6375	89.6751	86.0999	85.8108	96.1773	89.6482	89.2410	95.0520	89.5340	97.7524	97.6427	98.4223	99.0059	98.2995	98.5239	89.8036	96.9878	84.8850	92.5160	89.1201	88.9248	80.0637	79.1286	88.7934	95.5559	84.7894	76.2211	83.6890	60.8068	82.1328	0.0000	63.8791	56.9485	88.3538	66.2277	94.2178	94.3039	82.2400	88.6343	94.7265	75.6772	97.6238	97.6448	99.9879	98.4082	99.0573	98.2960	99.7239	99.6225	98.3854	98.4446	98.4528	98.5139	98.8903	98.8171	98.5645	98.8036	98.4434	99.1747	98.9827	98.3837	98.3950	98.9980	98.8574	99.2658	99.5900	99.1949	99.0506	99.2294	99.3579	99.4271	99.2288	99.4924	99.3335	99.5128	98.7932	99.4990	99.0248	98.5472	99.1873	99.5215	98.6573
124_DCM	98.3605	95.7112	95.6429	96.5149	96.1629	94.2075	95.9719	95.5445	92.2800	96.2199	91.6777	92.5612	91.8113	92.3402	94.8427	95.4985	97.1904	91.0258	97.0298	92.6292	90.5908	97.0913	91.4952	92.2103	91.4485	88.1824	90.9809	91.1838	90.6529	90.8268	86.3214	88.2693	97.6024	87.4089	90.0460	89.3377	87.6727	97.1450	87.3966	88.1143	87.7466	91.3517	91.0688	97.5899	92.2237	95.9336	91.1381	97.0193	88.4351	88.6561	90.1654	88.7890	86.4481	96.9030	90.2680	89.2528	95.8006	90.2102	98.5507	98.4544	98.6924	99.0523	98.5415	98.7468	88.6305	95.6169	89.3915	92.9911	92.3020	92.2090	85.4228	84.9201	88.0925	96.4902	87.7771	64.0117	87.3081	70.3531	67.8823	67.1334	0.0000	66.5052	77.0299	71.9533	91.5275	94.9959	86.9121	87.0809	95.0438	82.8787	97.5008	97.4434	99.9945	98.8327	99.1381	98.7060	99.7509	99.6564	98.6737	98.5850	98.6344	99.1130	99.4160	99.0387	98.1736	99.3503	98.9563	99.4229	99.2131	98.7788	98.8345	99.2921	98.7528	99.2878	99.6394	99.3237	99.2171	99.3759	99.2937	99.4569	99.2759	99.5007	99.3463	99.5213	99.1980	99.5073	99.3336	98.8153	99.2698	99.5256	99.0427
124_SUR	97.8123	95.6144	94.0060	95.5915	96.7764	94.4924	95.5464	95.8402	91.3509	96.0119	91.0542	91.6701	94.4730	91.1799	93.9205	94.3107	97.2799	90.2692	97.2304	90.8551	88.9579	97.2442	89.7532	93.4355	88.5390	89.7424	88.3457	88.6037	88.4558	88.0129	88.0887	84.7286	96.8336	84.7021	89.1878	88.5564	88.7138	96.7965	86.8142	87.6382	87.4295	91.1085	91.1081	96.8176	92.8778	95.6519	90.7496	96.2411	87.6426	92.9503	89.4791	86.5898	85.6290	95.9891	88.9762	89.8390	95.0793	89.1293	98.0599	97.6321	98.4806	98.9020	98.5976	98.7968	90.3676	96.1875	84.6759	92.6851	89.3760	88.8380	80.5335	78.0453	88.3301	96.4554	84.3798	75.2184	84.4034	59.1343	81.2181	55.1015	61.6094	0.0000	86.4791	63.2527	94.8567	94.3328	82.5710	88.7207	94.2729	75.4515	97.4201	97.4498	99.9936	98.8375	98.8732	98.3055	99.7394	99.6036	98.6739	98.4247	98.2212	99.1274	99.3002	98.8241	98.5438	99.1468	98.7390	99.0840	99.0058	98.6832	98.8268	99.0628	98.9823	99.1679	99.6313	99.1656	99.3342	99.4132	98.9854	99.3058	98.9439	99.3562	99.3082	99.3345	99.2155	99.5247	98.9428	98.7467	99.0987	99.3954	99.0160
125_DCM	97.7627	96.2999	94.7068	96.2604	96.5084	92.9349	95.9276	95.4801	93.4007	96.0379	93.7326	94.4113	89.5885	93.6097	96.6521	96.9535	96.8194	93.7438	96.2686	94.9630	93.3208	95.9083	93.9711	92.1771	94.1575	89.2374	94.0335	94.5871	93.0341	94.2924	88.7096	92.8080	96.4990	91.5693	92.7472	92.0561	88.5776	95.8701	88.1538	88.7296	88.3375	91.6899	91.5377	97.1313	93.0636	94.3483	90.1195	94.6577	90.8572	88.9331	91.2164	91.1619	87.2921	95.1772	90.8434	89.9398	93.9107	90.9762	97.8332	97.6427	98.1758	98.4766	98.3165	98.6786	91.1449	93.9510	95.2888	95.2325	93.4622	95.7657	93.2117	90.3981	90.0605	94.7964	93.1389	71.4084	89.0892	85.2920	64.7861	85.8885	69.4116	84.2909	0.0000	85.8451	92.3339	93.1369	92.9493	87.4840	91.9902	90.4984	97.0692	96.7094	99.9903	98.8548	98.7946	97.4558	99.7428	99.5784	98.0238	97.8954	97.7236	98.7677	98.9450	98.4912	97.8102	98.7412	98.1460	98.7666	98.5552	99.0405	98.4801	99.0650	98.7135	98.9511	99.6402	99.4464	98.9936	99.4265	98.8708	98.9644	98.5353	99.2048	99.0288	98.9587	98.3081	99.4820	99.0635	98.4223	98.8064	99.1689	98.5139
125_SUR	97.7587	95.8791	94.9356	95.9744	96.8672	94.0995	95.9303	96.1403	91.4807	96.3749	90.6620	90.7265	94.0417	90.3790	93.4034	93.9608	97.3023	89.5399	97.4118	90.4896	88.2977	97.0533	89.3135	93.1784	88.5358	89.0468	88.5643	88.3055	87.6983	88.4152	88.4419	85.8141	97.4689	85.2679	89.0490	88.4443	88.4506	97.4477	87.6131	88.3830	87.7079	91.6068	91.8084	97.4844	93.1944	96.0867	91.3099	96.9928	88.2017	93.0812	90.4123	87.5583	86.6037	96.9145	89.9789	89.5702	95.6149	90.1560	98.2138	97.8445	98.1588	98.8505	98.4800	98.4017	90.8648	96.3270	86.2780	93.7611	90.8579	90.6406	82.8693	80.6287	89.1238	96.1478	84.7117	75.3970	84.6793	62.2426	81.4479	58.0229	61.6878	56.2041	85.4799	0.0000	94.9857	94.0002	83.6211	89.0654	94.3223	76.9843	97.7224	97.8586	99.9913	98.7575	99.1059	97.9024	99.7641	99.7143	98.1787	98.0935	98.0931	98.9733	99.0430	98.5541	98.1110	99.0007	98.2722	99.0394	98.9845	98.7365	98.3541	99.3029	98.9245	99.2444	99.6309	99.2643	99.0248	99.2617	98.9730	99.4331	99.2625	99.5494	99.4059	99.4863	98.6580	99.5672	99.2533	98.6250	99.2563	99.5926	98.8320
137_DCM	98.4675	94.8024	97.1031	96.8787	93.7384	93.1029	96.0685	95.3975	96.0024	98.2205	94.8723	95.4951	92.5558	96.0399	96.0020	96.9720	98.3644	93.8285	97.8762	94.9732	94.4347	98.3714	95.1038	93.1435	96.3320	90.7134	96.3783	96.8424	96.1390	96.2729	88.7612	93.5680	98.6111	94.0980	92.8742	93.1096	91.1921	97.9561	91.8924	91.4169	91.2836	91.5729	91.8922	97.5763	91.1990	96.8446	91.7533	98.8324	90.4297	84.5047	93.5995	93.9444	92.3382	98.6261	94.9707	91.2323	97.4964	92.8997	98.5840	98.7412	99.3106	99.0906	98.6189	99.2039	90.5293	93.7967	97.1649	85.9828	93.7171	94.2743	92.7351	92.4082	93.7432	96.9476	96.6985	93.8215	97.0424	96.3190	91.4910	95.9251	93.4380	96.5245	95.5413	97.1570	0.0000	92.7776	85.5975	72.5074	93.5547	94.8476	96.1334	95.8688	99.9976	98.2786	98.9622	98.4140	99.5546	99.2873	98.5179	98.4218	98.7734	98.6470	99.1789	99.2424	98.1805	99.1671	99.0040	99.4912	99.1605	98.7260	98.8673	98.8271	98.1588	98.9558	99.4038	99.1650	99.1600	99.1465	99.2216	99.2356	99.1181	99.2120	98.7538	99.3681	98.7328	98.9593	99.1568	98.4024	98.7899	99.1865	98.5745
137_MES	98.2383	97.8357	94.7583	97.0987	98.2706	94.8475	97.2442	98.3816	96.4484	97.6174	98.5255	97.8556	97.8952	96.7839	99.0157	98.0540	89.6900	97.4720	90.8161	97.5561	97.5494	90.2307	97.3998	97.7151	97.1875	97.0687	97.0242	97.4874	96.8115	98.1431	97.6311	97.1811	89.4600	96.8672	97.6114	97.6838	97.6319	87.5067	95.6104	95.9283	95.6723	94.9609	94.9207	96.9047	97.3502	88.8077	94.3957	90.1686	95.8099	97.2992	89.0396	96.0907	94.1674	91.0801	96.1048	95.9776	89.4526	95.6812	97.4504	97.0279	96.7020	97.4661	92.7593	97.5050	97.2485	84.6467	96.5693	95.7281	83.9091	96.0817	97.5262	94.7375	93.8221	80.7066	95.6578	96.4089	80.8245	96.1003	96.8278	96.8034	96.9137	96.9504	96.8214	97.2911	94.2486	0.0000	94.3994	91.3049	72.7810	94.3168	97.0497	95.2627	99.9943	97.9211	97.7128	96.8318	99.5433	99.2442	96.9152	97.3041	97.1039	97.9306	98.1223	98.0807	96.9702	98.0558	97.1472	98.4943	98.5948	97.5772	97.0741	98.4041	97.3777	98.5679	99.4466	98.9215	98.1464	98.8186	98.9597	98.7951	98.1662	98.7967	98.3759	98.9323	97.5960	99.2442	98.9001	97.6916	98.7677	98.9641	98.2114
137_SUR	97.9438	95.2860	95.4699	96.3450	95.2365	94.6326	95.5244	95.6966	90.8924	96.6161	89.4144	90.4213	93.3751	91.4919	91.4215	92.9710	97.7360	88.0096	97.6324	88.0167	86.5004	98.1805	87.5352	91.9347	86.9934	88.1947	87.5521	87.5864	88.4312	87.0760	85.8025	81.9181	97.9661	83.8520	86.0726	86.1524	86.9866	98.1515	87.0818	87.4783	86.6662	90.2760	90.7730	97.6982	91.9119	97.5999	91.8867	98.3458	86.5988	90.4852	90.1721	85.9794	86.0247	98.3885	90.8125	89.5039	97.0396	89.9972	98.5707	98.4559	98.7923	99.0020	99.0696	98.9259	91.2998	97.0635	91.3587	88.2651	87.9898	86.1734	77.0164	71.8934	93.0499	98.0528	91.3747	92.0030	94.9173	88.0179	93.2640	86.8914	89.3833	87.6649	95.7050	90.2737	84.9155	92.6338	0.0000	85.3846	95.2282	78.0241	97.2707	97.3792	99.9974	98.7542	99.1194	98.5754	99.6843	99.4375	98.5436	98.4340	98.5710	99.0058	99.0981	99.1362	98.8449	99.1945	99.0100	99.3803	99.2899	98.8542	98.7700	99.0394	98.9699	99.1395	99.5572	99.2487	99.3476	99.3211	99.3034	99.4109	99.2886	99.3742	99.1454	99.4561	98.9953	99.2911	99.2766	98.7877	99.0201	99.4370	98.8996
138_DCM	98.3783	95.9187	96.4074	97.1354	95.2883	93.3251	96.5265	96.1944	95.1739	97.3145	94.9942	95.4550	92.8667	95.5787	97.0309	97.5029	97.0129	94.1931	96.3688	95.4181	93.9998	96.2206	94.4800	92.4817	94.6190	90.9331	94.2028	94.6737	94.2743	94.7163	89.9779	92.4279	97.1540	92.4761	92.6006	92.3662	91.0957	95.8087	90.6843	90.4744	90.2223	92.4777	92.3718	97.1365	92.9471	94.8618	92.3391	96.7651	91.3847	87.8130	91.5889	92.7114	90.5830	96.5884	93.7326	91.2660	95.2981	92.0860	98.1577	97.7846	98.4537	98.7315	97.7948	98.5391	92.9008	90.0097	95.4315	88.3706	92.4601	94.3018	91.9571	90.6256	92.1348	94.6645	94.6868	92.1318	93.6184	93.6967	89.8809	92.9281	91.1656	93.2705	93.5729	94.5261	75.7263	90.3594	87.6792	0.0000	87.6467	87.2529	96.4205	95.5175	99.9949	98.4239	98.7326	97.8807	99.6192	99.3576	98.2000	98.1729	98.4566	98.5112	99.0921	98.8723	97.9365	98.8734	98.3441	99.2297	99.1159	98.6872	98.4015	98.8358	98.1004	99.0142	99.5020	99.2747	99.0074	99.2432	99.2455	99.3061	99.0379	99.2723	98.8631	99.4200	98.2955	99.1409	99.1664	98.3414	98.9913	99.2638	98.4619
138_MES	97.8810	97.7263	93.7261	96.8881	98.3430	93.9564	96.7513	98.2509	96.1660	96.8673	98.5303	97.8423	97.4099	96.2749	99.2244	97.7939	89.3029	97.4766	91.0134	97.5481	97.2996	89.6074	97.2107	97.7759	96.8398	96.6728	96.7880	97.1420	96.2970	98.0178	97.6146	97.4447	89.7315	96.5711	97.7365	97.5922	97.5161	87.6508	94.4768	95.6019	94.9991	94.2701	94.2117	96.7272	97.3622	88.8750	93.7200	89.1316	95.3683	97.0017	89.1187	95.6049	93.5337	90.6727	95.4945	95.8427	89.2022	94.9269	96.9438	96.4583	95.8012	97.1556	92.8119	97.0906	97.2359	84.8907	97.0036	95.7794	84.7214	96.5937	98.3512	95.0836	93.2353	82.0595	95.7541	95.9876	80.1820	96.0664	96.4282	96.8524	96.7488	96.7222	96.0543	97.2735	94.5410	71.0497	96.1412	88.1496	0.0000	93.8687	96.7961	95.0991	99.9945	97.8779	97.4223	96.7123	99.5274	99.0731	97.1491	97.1579	96.9129	97.7730	98.2606	97.9478	97.1029	97.9892	96.9178	98.3639	98.4579	97.6701	97.0674	98.3499	97.5228	98.4384	99.5275	98.8895	98.2667	98.9576	99.0181	98.6965	97.9478	98.6278	98.2919	98.7407	97.4188	99.2263	98.7507	97.7614	98.7080	98.9097	98.2227
138_SUR	97.9559	96.0966	95.0381	96.5132	97.0676	94.7444	95.8167	96.4442	90.1571	96.0258	89.2320	91.1051	94.4656	91.7081	93.9823	94.9875	97.5292	90.1386	97.7641	90.4083	87.5208	97.2296	88.4947	92.6773	84.7820	87.4819	84.4736	83.8528	85.5614	83.9164	85.5554	80.9065	97.5559	81.1062	85.2619	84.8801	86.4597	97.5832	85.3677	87.0188	86.0631	91.6580	92.0073	97.7255	93.4455	97.1067	92.2028	96.9032	87.5617	92.4486	88.5747	83.7335	84.7711	97.2518	88.5736	89.2986	96.0658	88.6691	98.3360	97.6783	98.0810	98.7395	98.8594	98.5953	92.8851	96.9401	89.6702	93.3565	90.5517	89.8574	81.1000	75.5121	91.0922	96.6013	89.1928	87.8499	90.9616	81.0644	91.5179	79.4760	84.1223	80.1378	93.3831	84.3750	93.8307	91.4547	74.8765	82.7130	91.3321	0.0000	97.8190	97.6414	99.9957	98.9089	98.9845	97.9535	99.7624	99.6132	98.3324	98.5040	98.4552	98.8699	99.2557	98.9167	98.7350	98.9592	98.3564	99.0834	99.1999	98.9511	98.5366	99.2010	99.1870	99.2251	99.6587	99.3482	99.1962	99.3275	99.2140	99.5489	99.2889	99.5297	99.4348	99.5433	98.6203	99.5629	99.2961	98.8133	99.3525	99.6063	98.9084
155_DCM	95.2273	90.7655	91.0078	91.3477	89.6127	88.0355	90.6871	93.9124	96.6010	97.8511	98.0510	97.7982	97.5683	96.8744	98.2101	97.7933	97.6045	96.4078	97.0048	96.4854	96.9064	96.2368	97.1995	97.6961	97.4171	97.3872	97.6444	97.9056	97.1780	98.0025	97.1704	97.6806	96.7704	97.0201	97.7346	97.2703	96.3419	94.5917	95.6733	94.3171	95.2613	87.4684	86.5897	93.4475	89.3256	90.4408	89.6811	95.4198	92.4769	95.8866	94.4147	96.3681	94.2017	95.0446	95.5717	93.2638	92.1589	93.3523	92.0372	93.0812	95.3500	95.1032	96.0670	95.9932	95.2238	95.6693	97.2523	93.9412	93.9191	95.5604	97.1829	96.4882	95.3991	96.1864	97.1654	97.4796	95.3380	97.8177	96.2707	97.7739	97.4269	97.6825	97.7341	98.2834	94.8601	95.0750	96.5359	94.6107	94.9715	97.5786	0.0000	66.1382	99.9788	81.7521	83.9209	80.7649	94.5033	92.3471	87.1472	86.7753	87.4435	87.3917	91.7992	92.2102	84.7504	90.4978	87.4016	92.2631	86.8522	86.7900	86.7800	88.6149	85.8808	89.0903	94.6925	91.5654	92.6014	92.5319	93.1621	91.9908	86.9362	92.4235	88.7634	91.9028	89.7298	90.4447	88.9615	82.0544	85.8529	91.6144	84.8915
