	11_SUR	18_DCM	18_SUR	22_SUR	23_DCM	25_DCM	25_SUR	30_DCM	31_SUR	32_DCM	32_SUR	33_SUR	34_DCM	34_SUR	36_DCM	36_SUR	37_MES	38_DCM	38_MES	38_SUR	39_DCM	39_MES	39_SUR	41_DCM	41_SUR	42_DCM	42_SUR	45_SUR	46_SUR	48_SUR	52_DCM	52_SUR	56_MES	56_SUR	58_DCM	62_SUR	64_DCM	64_MES	64_SUR	65_DCM	65_SUR	66_DCM	66_SUR	67_SUR	68_DCM	68_MES	68_SUR	70_MES	70_SUR	72_DCM	72_MES	72_SUR	76_DCM	76_MES	76_SUR	78_DCM	78_MES	78_SUR	82_DCM	82_SUR	84_SUR	85_DCM	85_MES	85_SUR	100_DCM	100_MES	100_SUR	102_DCM	102_MES	102_SUR	109_DCM	109_SUR	111_DCM	111_MES	111_SUR	122_DCM	122_MES	122_SUR	123_DCM	123_SUR	124_DCM	124_SUR	125_DCM	125_SUR	137_DCM	137_MES	137_SUR	138_DCM	138_MES	138_SUR	155_DCM	155_MES	155_SUR	158_DCM	158_MES	158_SUR	163_MES	163_SUR	168_DCM	168_IZZ	168_SUR	173_DCM	173_SUR	175_IZZ	175_SUR	175_ZZZ	178_SUR	180_SUR	180_ZZZ	188_DCM	188_SUR	189_DCM	189_MES	189_SUR	191_SUR	193_SUR	194_DCM	194_SUR	196_SUR	201_DCM	201_MES	201_SUR	205_MES	205_SUR	206_MES	206_SUR	208_SUR	209_MES	209_SUR	210_MES	210_SUR
201_MES	98.0179	98.1754	94.0367	96.2712	98.4416	95.4819	95.5654	98.4530	97.0117	98.5107	99.6014	99.4671	99.4160	98.9724	99.7336	99.2279	98.0467	99.1476	98.1973	99.0922	99.3135	97.0764	99.3516	99.5217	99.2594	99.5535	99.2519	99.3266	98.9842	99.4066	99.5201	99.3921	97.4554	99.1387	99.4845	99.4864	99.4185	96.7699	98.5212	98.5271	98.9356	97.5785	96.4671	96.6883	98.2487	93.9484	97.1605	95.1263	98.1134	99.3238	96.5087	98.7281	97.7759	93.8514	97.6747	98.4914	94.2234	97.9548	92.7799	95.6970	94.2326	92.7500	92.7836	93.1832	99.1781	98.1615	98.8681	98.3215	97.5935	98.7086	99.4074	99.1553	98.8650	98.2115	99.2198	99.3267	97.1875	99.0953	98.6435	99.2907	99.3302	99.1319	99.1705	99.4261	98.8558	97.5642	99.2907	98.8098	97.3382	99.4170	84.8789	87.4862	99.9792	80.9246	75.5829	86.1036	93.4135	90.5850	82.1997	87.3091	84.7411	78.4432	84.6653	89.5023	83.2753	84.5615	78.6919	83.6616	67.2145	76.9161	75.3624	70.5031	73.0257	71.1143	76.3144	76.6801	69.6452	74.3353	77.2938	61.4782	0.0000	66.8412	61.2583	55.6690	75.7155	75.5098	63.4827	80.1974	68.7015	89.2877	80.0752
201_SUR	98.5808	98.5770	98.0523	98.4157	98.4232	97.9251	98.2979	98.8547	99.1649	99.4760	99.5905	99.6187	99.4301	99.5646	99.6846	99.6710	99.2294	99.3935	99.0501	99.4806	99.5103	99.2202	99.5230	99.5425	99.5163	99.6085	99.5003	99.5533	99.4660	99.5461	99.4626	99.5453	98.8152	99.5202	99.6215	99.5775	99.3582	97.9823	99.2069	99.0832	99.3595	97.9322	97.6080	97.9888	98.2217	95.3071	98.2545	98.3621	98.8724	99.2782	97.8503	99.3478	98.8877	95.8618	98.9316	98.9287	96.1564	98.8625	91.7472	95.7379	95.3398	90.7526	94.4255	93.0200	99.2808	98.7716	99.4455	98.7545	98.4989	99.0039	99.4612	99.4102	99.2416	98.8234	99.4440	99.4815	98.4965	99.4382	99.2675	99.4830	99.5048	99.4872	99.5698	99.5899	98.9417	98.8406	99.3841	98.9835	98.8078	99.5982	91.8697	92.4558	99.9202	91.2227	83.8898	89.9907	94.8446	94.7628	84.8957	85.7777	88.5443	78.6437	83.3804	89.1193	82.8964	86.2691	81.8138	88.1993	77.2989	77.6844	78.9438	69.9770	75.7194	71.4695	68.7474	73.4025	66.9982	67.2418	69.8323	54.0834	66.8412	0.0000	58.8356	59.3596	78.4827	64.1125	73.6632	83.2733	74.5570	92.7053	84.7295
205_MES	98.4782	98.0900	97.9924	98.0588	97.7476	97.5184	97.9627	98.5277	99.1360	99.3811	99.4942	99.5258	99.2753	99.4752	99.5866	99.6194	99.1611	99.1949	98.7007	99.3268	99.3627	99.1000	99.3849	99.4592	99.4161	99.4989	99.3849	99.4315	99.3719	99.4289	99.2918	99.3897	98.4420	99.3676	99.4769	99.4234	99.1715	97.1761	99.0019	98.7810	99.1552	97.1934	96.8371	97.0987	97.6389	93.8330	97.6695	97.8967	98.5166	99.0078	97.3235	99.1882	98.7907	95.5541	98.9344	98.5506	95.2078	98.6108	91.0191	94.3866	94.6882	90.7625	93.0478	92.1246	98.9806	98.2140	99.2237	98.1143	97.7813	98.5247	99.2040	99.2027	98.9861	98.3916	99.2876	99.3331	98.0979	99.2738	99.0203	99.3113	99.3396	99.3738	99.4226	99.4762	98.4649	98.4867	99.1573	98.5522	98.5777	99.4927	89.4206	88.8281	99.9882	87.6234	79.1950	85.1290	89.9003	92.6452	80.1327	81.0796	85.2471	73.3451	80.9347	86.0036	76.7331	83.2024	78.8756	85.7923	73.9557	72.7509	73.4807	65.2236	69.6320	68.7783	69.3312	72.4160	65.0166	67.9132	68.8743	54.9082	61.2583	58.8356	0.0000	52.9833	65.9369	64.2703	61.5037	78.2036	63.7073	84.9882	74.6245
205_SUR	98.8779	98.8826	96.7060	97.6303	98.8459	97.2555	97.2481	99.0671	98.3426	99.4746	99.7135	99.6446	99.6304	99.5011	99.7770	99.5674	99.2755	99.4846	99.1936	99.4127	99.5457	99.0864	99.5656	99.6997	99.5302	99.6803	99.4673	99.5455	99.3873	99.5907	99.6327	99.5307	98.8854	99.2945	99.5898	99.6221	99.5794	98.7724	98.9328	99.0543	99.4001	98.4749	97.6013	97.4791	98.8120	96.6482	98.0073	97.9777	98.9351	99.5146	98.3520	99.3138	98.7304	97.1140	98.6987	98.9980	97.1807	98.9081	94.6127	96.2545	95.9573	94.6179	96.5117	95.0763	99.4316	99.0614	99.2186	98.8553	98.3831	99.0649	99.5370	99.3845	99.3824	99.1444	99.5262	99.5756	98.6882	99.4351	99.2039	99.5061	99.5374	99.4887	99.4801	99.5453	99.2077	98.7508	99.4933	99.2402	98.7851	99.6393	92.6098	93.8725	99.9886	90.4832	90.3444	90.2604	93.9603	94.7840	81.0085	83.6256	84.3011	77.9353	83.5105	89.2260	84.7401	84.9974	78.2666	85.2362	74.8253	78.2801	78.3554	69.8173	78.3958	70.8583	70.4654	70.3015	70.9012	68.8799	71.0734	40.2887	55.6690	59.3596	52.9833	0.0000	72.2553	65.2673	54.4182	81.4227	61.2896	91.1419	79.7988
206_MES	97.3655	98.3342	97.1754	98.1105	98.1509	95.7680	97.7418	98.8372	98.9621	99.5468	99.6005	99.5172	99.4202	99.4735	99.6435	99.6005	99.3126	99.3823	99.2146	99.3959	99.4709	99.3485	99.4814	99.5612	99.2014	99.5230	99.4070	99.4987	99.2731	99.4588	99.4215	99.3974	99.1426	99.2321	99.4710	99.5263	99.3266	98.1032	98.7590	98.9484	99.2644	97.7014	97.2779	97.3747	98.1514	95.6446	97.6706	98.3308	98.5920	99.2026	98.1126	99.0776	98.2655	96.8831	98.4802	97.9578	96.4454	98.8649	93.5887	95.1685	96.3181	93.7625	96.3383	95.0812	99.1458	98.5620	98.9728	98.3901	97.5411	98.7552	99.3598	99.0645	98.7242	97.9300	98.8773	99.3329	98.0046	99.2254	99.1618	99.1440	99.3690	99.3841	99.1363	99.1432	98.7030	97.6030	99.1208	98.1816	97.3063	99.1360	91.9393	93.1598	99.9890	86.9457	91.8408	87.2327	94.8404	87.5732	80.0670	80.8142	85.0404	72.8263	79.4925	84.7194	80.5025	80.3030	78.1840	81.4510	79.9801	78.7261	78.7593	72.1498	76.9761	75.9773	79.8075	80.6482	78.3701	78.1878	78.2691	66.8039	75.7155	78.4827	65.9369	72.2553	0.0000	69.6966	66.3659	77.6014	71.2671	82.9966	72.5996
206_SUR	98.4673	97.4912	98.1801	97.7686	97.2653	97.4533	97.7035	98.1559	99.4415	99.6472	99.4440	99.5526	99.3778	99.5294	99.5638	99.6953	99.5869	99.3128	99.2439	99.3728	99.3645	99.6089	99.4069	99.5464	99.3916	99.5550	99.3718	99.4424	99.4859	99.4117	99.3241	99.4230	99.3776	99.4807	99.5118	99.4612	99.1444	98.1573	99.2104	98.8066	99.2577	96.7196	96.5180	96.5535	96.7788	94.7656	97.4672	99.0749	98.4395	99.0259	98.2635	99.2233	99.0576	97.4857	99.2157	98.4074	96.6065	98.6363	89.4830	94.5132	96.3449	93.0133	96.1632	94.4261	98.9513	98.9122	99.2544	97.9839	98.3272	98.3727	99.1599	99.1883	98.9692	99.1563	99.2102	99.3350	99.1780	99.3301	99.2571	99.3531	99.3796	99.4221	99.5770	99.5029	98.5037	99.1830	99.1855	98.7581	99.3104	99.5191	87.3933	89.5902	99.9931	87.3734	93.4873	87.2844	95.0488	96.4249	79.8758	80.2191	85.4199	75.2104	81.3837	88.1778	78.2807	86.0714	82.9347	90.7595	75.2832	71.1850	73.9993	65.3081	69.7590	66.6153	69.4006	71.8213	71.8474	66.8069	67.2407	67.4481	75.5098	64.1125	64.2703	65.2673	69.6966	0.0000	48.6523	76.5867	68.0882	95.3514	79.3399
208_SUR	98.3286	98.0088	96.3706	96.8134	97.8662	96.2560	96.6866	98.6573	98.2211	99.3477	99.5678	99.5166	99.4689	99.2086	99.6265	99.3346	99.3336	98.9551	99.1619	99.1158	99.3178	98.9401	99.3369	99.5856	99.3210	99.5224	99.2380	99.3577	99.1048	99.3990	99.4557	99.3661	99.1576	99.0213	99.4773	99.3759	99.3635	98.4540	98.0864	98.6163	99.2031	97.1272	96.4430	96.2108	97.8665	95.5357	96.5030	98.0384	98.5104	99.2644	98.1413	98.8988	98.1882	96.8266	98.4813	98.4607	96.5530	98.4411	91.6624	94.3254	95.1441	94.3222	96.8274	94.3916	99.0727	99.0642	98.9843	97.8704	97.9517	98.2747	99.2282	98.9810	98.7464	99.1650	99.2105	99.3437	98.8313	99.2823	99.1838	99.1844	99.3772	99.2805	99.4786	99.3883	98.7701	98.8515	99.2135	98.6389	98.6951	99.4660	88.7339	91.1061	99.9933	86.1438	91.9169	86.9292	90.0462	95.7069	75.9574	77.7615	80.9617	74.4589	81.2373	86.8811	81.8124	83.1402	78.2409	86.0382	70.9386	70.5899	72.2295	64.8849	74.3637	66.8729	69.1992	68.6563	72.7873	68.4734	68.2470	60.1419	63.4827	73.6632	61.5037	54.4182	66.3659	48.6523	0.0000	74.3919	52.0758	87.7856	68.4040
209_MES	97.4869	97.0281	94.8801	96.8129	96.9356	95.4933	96.6115	98.0552	98.0251	98.6642	99.3863	99.0865	99.1724	98.6626	99.4614	99.1936	96.5517	98.5511	98.6024	98.9809	99.1594	97.6307	99.0679	99.3666	99.0430	99.2628	98.6352	98.7813	98.9231	99.2887	99.1809	99.1825	98.8230	98.9370	99.3156	99.2390	98.9289	96.1587	98.3483	98.4635	98.7989	95.5356	95.1493	96.4812	96.7021	93.2787	95.8884	96.4594	97.7955	98.8324	97.6749	98.6720	97.9224	95.3978	98.5880	97.9916	93.8594	98.0667	89.4194	93.6884	94.3626	94.3696	94.8134	93.9912	98.5922	97.4503	98.5614	97.0099	96.5652	96.9866	99.0075	98.7534	97.4317	95.5921	98.2082	98.8886	96.1255	98.1383	98.9304	98.7874	99.1047	99.0879	99.1601	99.2286	98.2451	97.8048	98.9514	98.2188	98.1028	99.2538	84.7082	87.6618	99.9739	84.8812	89.7665	80.6094	92.2975	93.9809	79.9765	74.1693	80.9842	72.7321	75.0276	78.8684	72.5529	78.5910	79.9638	87.5349	82.8963	76.9274	77.5461	67.6710	71.9277	79.5973	81.9672	84.2512	80.8678	82.3932	78.4198	82.1358	80.1974	83.2733	78.2036	81.4227	77.6014	76.5867	74.3919	0.0000	58.7461	81.6265	55.4382
209_SUR	98.3461	97.8871	95.9903	96.4738	97.6086	95.4200	96.3656	98.4488	97.6396	98.7173	99.5106	99.3561	99.4001	99.1724	99.5409	99.1982	98.6427	99.0372	99.1179	98.9968	99.2483	98.7752	99.2631	99.5129	99.3306	99.4948	99.3114	99.3540	99.2172	99.4077	99.3741	99.3575	98.9034	99.2041	99.4566	99.3971	99.2412	98.3842	98.7422	98.5790	99.1093	97.0623	96.5122	96.5080	97.7307	95.9265	97.3343	98.2521	98.3855	99.1401	98.2387	99.0419	98.4868	97.0032	98.6492	98.4592	96.5722	98.4536	92.2317	94.3709	94.7499	93.0622	96.9952	94.1256	98.9356	98.7890	98.7695	97.8724	97.7237	98.2505	99.1877	99.0494	98.9005	99.0520	99.2078	99.3884	98.7307	99.2126	99.0541	99.2857	99.3548	99.2956	99.4078	99.4351	98.6371	98.6451	99.1123	98.7732	98.7802	99.4670	87.1905	89.2355	99.9812	83.1884	84.9843	82.1869	94.5719	90.8764	76.8153	78.8239	81.2969	71.8905	76.4775	82.9456	78.7111	78.5162	76.4493	83.5311	73.9885	72.3360	72.4072	68.1273	75.0232	71.0806	74.5771	73.8604	72.8628	73.5674	75.0484	64.7921	68.7015	74.5570	63.7073	61.2896	71.2671	68.0882	52.0758	58.7461	0.0000	83.4194	61.1538
210_MES	98.8425	99.0279	97.5727	98.0458	99.0009	96.4275	96.5292	98.9492	98.5850	99.2555	99.7541	99.6545	99.6577	99.5313	99.8074	99.5492	99.1830	99.5700	99.4413	99.4729	99.6367	99.2467	99.6374	99.7206	99.6386	99.7102	99.6371	99.6508	99.5926	99.7034	99.6977	99.6596	99.1652	99.5798	99.7406	99.7067	99.5949	98.8975	99.3981	99.3586	99.4975	98.6562	98.2798	98.8624	99.0320	97.8710	98.8333	98.9056	99.1025	99.5744	98.8959	99.4399	99.0909	98.2492	99.0859	99.2380	98.1090	99.1138	97.8442	98.4805	98.6578	98.1910	98.8195	98.7912	99.4952	99.2134	99.3343	99.2131	99.0613	99.4257	99.6202	99.4813	99.4951	99.3376	99.6345	99.6448	99.0001	99.5284	99.3476	99.6202	99.6492	99.5702	99.5734	99.7028	99.4011	98.9328	99.6208	99.3475	99.0099	99.7122	93.9743	96.2800	99.9830	85.4805	96.2017	95.1921	94.3058	87.2660	95.2996	94.4451	94.9738	92.3680	92.8141	93.3298	93.4930	93.3527	94.3212	90.8387	91.1222	95.2978	94.6132	92.5778	92.3785	95.0601	96.6236	96.3337	95.7850	96.0935	94.8583	92.2218	89.2877	92.7053	84.9882	91.1419	82.9966	95.3514	87.7856	81.6265	83.4194	0.0000	71.0405
210_SUR	97.6013	97.3080	95.6594	96.2501	96.8870	95.0364	95.8282	98.2128	97.9342	99.0334	99.4244	99.1920	99.2338	99.0842	99.4178	99.2091	98.7916	99.0123	99.2271	98.9068	99.1794	98.9520	99.2090	99.4482	98.9900	99.3155	99.0591	99.2823	99.0783	99.3094	99.2377	99.1672	99.2658	98.8881	99.2763	99.3525	99.0712	97.8285	98.1871	98.5414	98.9683	95.9423	95.4872	95.9447	97.0692	95.0918	96.0631	97.7885	98.0749	98.9614	98.2024	98.4319	97.9258	97.1963	98.6296	97.9353	96.0966	98.1924	91.0344	93.5617	96.5111	94.9225	97.5092	95.1080	98.7321	98.5938	98.7606	97.5208	97.2867	98.0371	99.0693	98.8284	98.4040	97.3317	98.8508	99.2046	98.1589	98.9824	99.0143	98.9913	99.1690	99.1978	99.1714	99.1520	98.3575	98.2011	98.9816	98.2556	98.3756	99.2011	86.3987	90.0232	99.9847	80.9449	92.3452	83.4773	89.7805	87.8645	80.7723	80.9914	84.3022	78.5555	81.9585	84.9212	82.2755	82.4907	82.5653	87.3884	81.5492	79.8772	81.5259	76.5239	80.1887	80.8793	84.5427	84.1149	81.9145	81.5746	80.3764	81.5037	80.0752	84.7295	74.6245	79.7988	72.5996	79.3399	68.4040	55.4382	61.1538	71.0405	0.0000
